EmployeeNumber,Age,Department,JobRole,Salary,YearsAtCompany,JobSatisfaction,WorkLifeBalance,PerformanceRating,Education,EducationField,Gender,MaritalStatus,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HireDate,TerminationDate,Attrition
844,38,Research,Research Scientist,109722,6,3,5,5,3,Medical,Female,Married,9,8,4,2,2,3,2018-06-19,,No
845,36,Research,Research Scientist,88174,6,4,1,2,5,Life Sciences,Female,Married,0,8,2,6,6,6,2018-06-21,,No
846,38,Marketing,Marketing Specialist,80632,6,1,3,4,4,Marketing,Female,Single,5,13,6,6,0,6,2018-06-23,2023-03-13,Yes
847,37,Sales,Sales Manager,86635,6,1,4,1,4,Marketing,Female,Single,3,10,5,4,4,1,2018-06-26,2026-06-29,Yes
848,54,HR,HR Director,111695,6,2,4,4,1,Human Resources,Male,Married,2,13,5,6,3,3,2018-07-01,,No
849,29,Finance,Financial Analyst,73409,6,3,3,2,5,Other,Female,Married,1,11,2,3,1,5,2018-07-09,,No
850,30,Research,Research Director,86965,6,1,2,4,1,Life Sciences,Male,Married,6,7,4,6,6,2,2018-07-09,2022-02-09,Yes
851,30,Finance,Controller,146404,6,2,5,5,5,Marketing,Female,Married,8,9,1,6,6,5,2018-07-11,,No
852,30,HR,HR Specialist,87146,6,5,4,5,1,Other,Male,Married,2,14,3,6,1,3,2018-07-17,,No
853,29,Finance,Accountant,72640,6,1,3,2,2,Other,Male,Single,5,9,3,3,1,6,2018-07-20,,No
854,44,Research,Research Director,118844,6,1,3,3,3,Life Sciences,Male,Single,8,10,1,1,0,1,2018-07-26,2024-08-15,Yes
855,46,HR,HR Director,105169,6,2,2,5,3,Other,Female,Divorced,1,10,1,4,0,4,2018-07-29,,No
856,30,IT,Technical Specialist,119855,6,3,2,1,4,Technical Degree,Male,Single,6,15,4,1,0,6,2018-07-31,2020-01-19,Yes
857,28,Sales,Sales Representative,50362,6,1,1,2,2,Life Sciences,Male,Married,4,13,2,2,0,6,2018-08-06,2023-07-22,Yes
858,38,Research,Research Director,121368,6,5,4,4,3,Medical,Female,Single,4,11,1,3,3,3,2018-08-08,,No
859,30,IT,System Administrator,107096,6,1,1,4,4,Technical Degree,Female,Married,10,15,2,6,6,3,2018-08-25,,No
860,40,IT,Technical Specialist,129267,6,5,3,1,2,Life Sciences,Male,Married,6,12,6,6,6,5,2018-08-27,,No
861,36,IT,Developer,103675,6,4,5,5,3,Technical Degree,Male,Single,8,11,0,4,0,6,2018-08-28,,No
862,22,HR,HR Director,134858,6,4,5,2,1,Life Sciences,Female,Single,3,10,3,4,2,5,2018-08-29,,No
863,47,Finance,Finance Manager,92562,6,5,2,1,5,Other,Female,Married,8,10,4,6,0,6,2018-08-31,,No
864,49,Sales,Sales Manager,110415,6,3,5,5,2,Life Sciences,Male,Married,10,8,3,6,1,5,2018-09-10,,No
865,30,Operations,Supply Chain Manager,70211,6,1,5,2,4,Life Sciences,Female,Single,9,12,4,6,5,6,2018-09-11,2026-07-18,Yes
866,31,Operations,Supply Chain Manager,89650,6,1,5,4,2,Life Sciences,Male,Married,8,15,0,2,1,6,2018-09-13,,No
867,37,HR,HR Manager,87716,6,4,3,2,4,Life Sciences,Female,Single,3,10,3,3,1,2,2018-09-14,2024-12-25,Yes
868,37,Research,Research Scientist,117529,6,5,5,3,2,Life Sciences,Female,Divorced,2,12,0,4,1,3,2018-09-24,,No
869,40,Finance,Controller,94002,6,1,5,2,4,Other,Male,Married,1,7,4,4,3,4,2018-09-28,,No
870,51,Engineering,Technical Director,118750,6,1,5,3,3,Life Sciences,Male,Single,8,14,1,6,6,5,2018-10-02,2028-07-25,Yes
871,33,Operations,Supply Chain Manager,87006,6,3,1,2,1,Technical Degree,Female,Married,1,13,6,6,2,6,2018-10-14,,No
872,28,IT,Engineer,92894,6,2,3,3,3,Technical Degree,Female,Married,5,10,3,6,6,6,2018-10-18,2025-02-06,Yes
873,23,Operations,Supply Chain Manager,93786,6,4,2,4,1,Technical Degree,Male,Single,4,7,0,6,1,1,2018-10-22,,No
874,29,HR,Recruiter,46634,6,4,1,5,3,Other,Female,Married,4,11,5,6,0,3,2018-10-24,2028-01-21,Yes
875,34,Operations,Operations Manager,103349,6,2,4,3,3,Other,Female,Single,3,13,3,3,1,6,2018-11-01,,No
876,49,IT,Technical Specialist,94816,6,1,3,3,2,Other,Male,Single,5,12,3,6,2,6,2018-11-02,,No
877,30,IT,Engineer,83383,6,3,3,4,5,Technical Degree,Female,Single,4,13,3,6,6,6,2018-11-05,,No
878,36,Research,Research Analyst,74163,6,3,4,3,4,Other,Male,Married,10,9,2,6,1,5,2018-11-12,,No
879,34,IT,Developer,78061,6,4,4,1,4,Life Sciences,Female,Single,3,8,0,6,4,6,2018-11-12,2023-04-16,Yes
880,44,Research,Research Scientist,85115,6,3,4,4,4,Life Sciences,Male,Married,8,12,0,6,1,6,2018-11-14,,No
881,55,HR,HR Director,130641,6,2,2,1,1,Human Resources,Male,Married,5,7,3,5,5,6,2018-11-14,2028-04-12,Yes
882,30,Operations,Operations Manager,75633,6,1,5,4,4,Life Sciences,Male,Married,10,10,1,3,1,6,2018-11-15,,No
883,31,Operations,Supply Chain Manager,84393,6,2,3,3,4,Technical Degree,Female,Married,9,12,3,4,4,1,2018-11-18,2021-03-27,Yes
884,43,Marketing,Marketing Director,149828,6,5,5,1,2,Marketing,Female,Divorced,9,6,2,6,6,6,2018-11-22,,No
885,40,HR,HR Director,94861,6,4,5,3,3,Other,Female,Married,9,9,4,5,1,3,2018-11-22,2025-04-26,Yes
886,49,IT,Engineer,98682,6,3,4,4,4,Life Sciences,Female,Married,2,7,2,6,6,6,2018-11-26,2027-03-23,Yes
887,39,IT,Engineer,65094,6,5,2,3,5,Other,Male,Single,9,11,1,6,0,6,2018-11-26,,No
888,32,HR,HR Specialist,82917,6,3,1,1,4,Life Sciences,Female,Divorced,5,6,3,3,3,3,2018-12-15,,No
889,39,Operations,Supply Chain Manager,94974,6,1,2,1,1,Other,Male,Single,0,12,0,6,0,4,2018-12-17,2028-03-23,Yes
890,43,Engineering,Engineering Manager,100860,6,1,5,3,1,Technical Degree,Female,Married,4,8,6,6,6,6,2018-12-19,2025-01-17,Yes
891,41,Research,Research Scientist,78486,6,1,2,2,1,Life Sciences,Male,Married,9,6,5,4,1,6,2018-12-24,2026-04-22,Yes
892,39,Sales,Sales Manager,106128,6,3,4,4,4,Life Sciences,Female,Single,5,13,3,5,2,4,2018-12-28,,No
893,43,Sales,Sales Director,120078,6,5,1,4,2,Life Sciences,Female,Single,10,12,1,6,5,6,2019-01-06,2023-06-20,Yes
894,44,Operations,Operations Manager,89829,6,1,4,3,5,Other,Female,Married,7,7,0,2,1,3,2019-01-11,2022-06-29,Yes
895,46,HR,HR Manager,93507,6,5,1,2,4,Human Resources,Male,Married,10,12,2,6,0,6,2019-01-11,,No
896,40,Engineering,Senior Engineer,102459,6,3,5,1,2,Technical Degree,Male,Married,8,8,4,6,4,6,2019-01-12,,No
897,33,Operations,Operations Specialist,83168,6,5,1,5,2,Technical Degree,Male,Divorced,10,14,4,4,4,4,2019-01-17,2025-02-06,Yes
898,36,Marketing,Brand Manager,95982,6,3,1,5,4,Marketing,Female,Single,2,13,6,2,0,6,2019-01-19,2021-06-16,Yes
899,44,IT,System Administrator,58851,6,3,1,3,4,Technical Degree,Male,Single,1,10,3,6,3,4,2019-01-21,,No
900,28,Finance,Finance Manager,107852,6,4,2,2,2,Life Sciences,Female,Married,3,12,2,6,4,1,2019-01-26,,No
901,37,Finance,Accountant,65930,6,3,2,2,2,Other,Male,Married,7,8,6,6,0,1,2019-02-02,2020-04-25,Yes
902,31,Research,Research Analyst,96590,6,3,5,4,2,Life Sciences,Male,Married,10,6,5,6,5,1,2019-02-04,,No
903,35,Marketing,Marketing Specialist,74003,6,2,1,1,4,Life Sciences,Female,Single,7,6,5,2,2,2,2019-02-05,2029-01-28,Yes
904,45,HR,HR Manager,122452,6,1,3,2,2,Human Resources,Male,Married,2,7,6,6,6,6,2019-02-09,2024-06-21,Yes
905,36,Engineering,Technical Director,97464,6,4,5,5,1,Other,Female,Married,3,13,1,2,2,5,2019-02-10,,No
906,35,IT,Engineer,74840,6,4,1,1,4,Other,Female,Married,2,6,4,6,1,2,2019-02-11,2023-12-28,Yes
907,24,Finance,Accountant,70927,6,4,1,1,1,Marketing,Male,Married,9,10,2,1,0,6,2019-02-13,2028-01-18,Yes
908,40,IT,Engineer,80791,6,2,2,3,3,Other,Male,Married,1,14,3,6,6,6,2019-02-14,2021-10-18,Yes
909,40,Sales,Sales Representative,72354,6,3,5,2,4,Marketing,Male,Married,3,14,0,6,5,6,2019-02-17,,No
910,52,Engineering,Engineer,86537,6,1,1,3,3,Other,Male,Single,5,7,3,5,0,6,2019-02-19,2028-12-17,Yes
911,32,HR,HR Manager,95405,6,5,1,2,2,Life Sciences,Female,Single,10,12,3,1,0,4,2019-02-21,2020-11-12,Yes
912,36,Research,Research Director,92532,6,3,5,4,2,Life Sciences,Male,Married,10,6,2,6,6,6,2019-02-22,2025-09-14,Yes
913,36,HR,HR Director,108242,6,2,3,3,5,Human Resources,Male,Married,4,8,4,6,3,5,2019-02-27,2022-10-08,Yes
914,47,Engineering,Senior Engineer,109588,6,3,5,3,2,Technical Degree,Male,Married,2,11,2,1,1,5,2019-02-28,2024-09-23,Yes
915,34,Sales,Account Executive,87294,6,3,5,5,3,Life Sciences,Male,Married,1,14,0,6,6,3,2019-03-03,,No
916,37,Research,Research Analyst,58651,6,2,3,3,2,Life Sciences,Male,Married,8,15,6,6,0,6,2019-03-04,,No
917,39,IT,IT Manager,135372,6,4,5,2,4,Other,Female,Divorced,0,7,2,1,0,5,2019-03-06,,No
918,36,Engineering,Technical Director,137387,6,4,1,5,2,Technical Degree,Female,Single,8,12,1,3,2,6,2019-03-10,2029-02-05,Yes
919,31,Sales,Sales Director,97032,6,1,5,3,5,Marketing,Female,Single,0,9,3,5,2,3,2019-03-11,,No
920,36,HR,Recruiter,45016,6,1,3,3,2,Life Sciences,Female,Single,6,7,4,4,3,6,2019-03-15,2022-11-01,Yes
921,43,Research,Research Scientist,75942,6,4,4,4,3,Life Sciences,Male,Married,5,8,5,2,1,6,2019-03-19,2027-02-09,Yes
922,26,HR,HR Specialist,65562,6,5,5,3,3,Human Resources,Female,Married,6,11,0,1,0,6,2019-03-29,2027-04-11,Yes
923,36,Research,Research Director,133347,6,3,2,1,2,Other,Male,Single,2,15,5,4,1,5,2019-03-29,,No
924,29,IT,IT Manager,136105,6,5,1,5,3,Technical Degree,Male,Married,2,14,3,6,6,6,2019-04-01,,No
925,44,Sales,Sales Representative,52120,6,3,1,1,3,Other,Male,Single,10,13,2,6,0,3,2019-04-06,2026-01-05,Yes
926,22,Marketing,Marketing Manager,126332,6,4,2,5,5,Other,Male,Married,0,15,5,4,4,6,2019-04-10,,No
927,30,IT,IT Manager,119242,6,1,2,4,4,Technical Degree,Female,Married,3,14,1,6,5,6,2019-04-12,2028-04-19,Yes
928,38,IT,IT Manager,87393,6,1,5,3,5,Technical Degree,Male,Married,1,9,2,6,3,6,2019-04-13,2023-09-12,Yes
929,47,IT,Engineer,93893,6,5,2,3,1,Life Sciences,Female,Single,9,9,3,6,3,2,2019-04-15,,No
930,34,Finance,Financial Analyst,91660,6,1,4,3,5,Other,Male,Divorced,7,14,5,5,4,6,2019-04-28,2029-02-16,Yes
931,30,HR,HR Manager,106017,6,4,3,5,2,Other,Male,Married,2,13,6,6,4,6,2019-05-12,2024-03-19,Yes
932,50,Marketing,Brand Manager,82545,6,5,2,3,4,Marketing,Female,Single,6,7,0,1,1,6,2019-05-14,,No
933,23,HR,HR Specialist,71810,6,3,2,1,2,Human Resources,Male,Single,6,13,5,6,6,3,2019-05-16,2025-01-15,Yes
934,18,HR,HR Specialist,58469,6,1,4,3,1,Other,Male,Married,8,6,6,2,2,6,2019-05-17,,No
935,38,Sales,Sales Representative,65976,6,2,1,4,4,Other,Male,Divorced,5,14,6,6,6,2,2019-05-18,2021-12-22,Yes
936,30,IT,IT Manager,99491,6,1,1,1,3,Other,Female,Divorced,0,14,5,6,2,3,2019-05-18,2026-10-22,Yes
937,26,Engineering,Senior Engineer,98583,6,3,5,3,5,Technical Degree,Female,Married,7,13,4,5,5,2,2019-05-21,,No
938,40,Research,Research Analyst,92536,6,5,4,3,2,Life Sciences,Male,Divorced,0,10,5,6,2,6,2019-05-25,,No
939,36,Operations,Supply Chain Manager,82198,6,3,3,2,1,Life Sciences,Female,Single,2,10,3,6,0,4,2019-05-29,2027-06-17,Yes
940,30,Marketing,Brand Manager,72169,6,2,3,5,3,Other,Female,Single,10,8,6,6,6,2,2019-06-03,,No
941,24,Research,Research Director,141306,6,4,4,1,5,Life Sciences,Female,Divorced,4,10,0,3,3,3,2019-06-05,2025-01-26,Yes
942,41,IT,IT Manager,115650,6,1,3,2,3,Technical Degree,Female,Married,7,9,3,6,5,4,2019-06-07,2029-02-04,Yes
943,40,IT,IT Manager,96668,5,5,1,4,5,Life Sciences,Male,Married,8,5,1,5,3,5,2019-06-13,2021-07-25,Yes
944,34,IT,Developer,63065,5,4,3,5,4,Life Sciences,Female,Married,6,13,2,5,2,5,2019-06-14,,No
945,49,Sales,Sales Representative,66007,5,3,3,1,3,Marketing,Male,Divorced,8,14,5,3,1,2,2019-06-16,,No
946,26,IT,Engineer,75033,5,5,4,3,3,Technical Degree,Male,Married,10,8,4,5,2,5,2019-06-17,,No
947,22,Marketing,Marketing Manager,86829,5,4,4,1,3,Marketing,Female,Divorced,2,7,0,4,1,5,2019-06-18,2020-09-08,Yes
948,29,Engineering,Technical Director,125319,5,5,3,3,4,Technical Degree,Female,Married,4,10,4,5,5,5,2019-06-23,,No
949,34,Research,Research Scientist,107584,5,2,2,5,1,Other,Male,Single,9,5,4,5,4,3,2019-06-26,2023-01-12,Yes
950,36,Marketing,Marketing Director,87629,5,2,4,3,5,Other,Male,Divorced,7,9,4,5,5,2,2019-06-28,,No
951,33,IT,Engineer,95716,5,1,5,4,3,Technical Degree,Female,Single,0,11,5,5,4,5,2019-06-30,,No
952,37,Research,Research Analyst,73179,5,1,5,3,4,Life Sciences,Male,Divorced,7,6,0,4,4,3,2019-07-02,,No
953,24,Marketing,Brand Manager,80827,5,2,1,4,1,Life Sciences,Male,Married,6,14,0,5,0,5,2019-07-03,2025-03-18,Yes
954,46,IT,Engineer,74496,5,5,3,5,5,Technical Degree,Male,Married,0,13,6,5,5,5,2019-07-06,,No
955,34,IT,Engineer,128673,5,2,2,5,4,Technical Degree,Male,Married,9,10,4,5,5,1,2019-07-07,,No
956,43,Engineering,Engineer,93531,5,1,1,1,5,Technical Degree,Female,Single,9,6,6,5,5,5,2019-07-13,2028-05-30,Yes
957,37,Operations,Operations Manager,119610,5,2,3,4,3,Technical Degree,Male,Single,5,12,6,2,1,1,2019-07-16,2023-02-10,Yes
958,38,Research,Research Analyst,84040,5,2,4,4,1,Life Sciences,Female,Divorced,0,12,2,5,5,5,2019-07-22,2023-09-29,Yes
959,39,Research,Research Director,148910,5,5,5,2,4,Medical,Male,Divorced,1,5,5,5,3,3,2019-07-25,,No
960,38,Marketing,Marketing Director,110357,5,4,2,2,1,Life Sciences,Female,Married,4,5,5,5,3,5,2019-08-05,,No
961,40,Marketing,Marketing Specialist,87390,5,1,5,2,3,Marketing,Female,Divorced,1,5,3,1,1,5,2019-08-08,,No
962,45,Finance,Finance Manager,103276,5,5,4,3,1,Marketing,Female,Divorced,9,8,6,5,4,5,2019-08-12,,No
963,36,HR,HR Director,158206,5,2,3,2,1,Human Resources,Female,Married,0,8,5,5,5,4,2019-08-16,,No
964,40,Finance,Financial Analyst,73066,5,2,4,4,2,Life Sciences,Female,Single,5,12,4,1,1,5,2019-08-20,,No
965,34,Sales,Account Executive,66637,5,4,4,3,1,Marketing,Male,Divorced,7,5,1,5,5,4,2019-08-27,2026-10-07,Yes
966,46,Operations,Supply Chain Manager,97484,5,1,5,5,5,Technical Degree,Female,Married,7,14,4,5,2,2,2019-08-29,2027-06-13,Yes
967,29,Research,Research Scientist,97115,5,1,2,1,4,Life Sciences,Female,Divorced,7,7,0,2,1,5,2019-09-04,2021-08-24,Yes
968,49,Finance,Finance Manager,126284,5,3,4,2,2,Other,Male,Divorced,10,5,5,4,1,1,2019-09-04,,No
969,34,Operations,Supply Chain Manager,119862,5,1,5,5,4,Other,Male,Divorced,5,13,5,2,2,4,2019-09-04,,No
970,23,Operations,Supply Chain Manager,102806,5,4,2,4,4,Technical Degree,Female,Married,10,14,3,2,1,5,2019-09-05,,No
971,36,Marketing,Marketing Manager,100498,5,3,3,1,3,Marketing,Female,Single,2,13,6,5,2,2,2019-09-06,2027-06-08,Yes
972,29,Sales,Sales Representative,72569,5,3,3,5,3,Life Sciences,Male,Married,0,11,1,3,0,5,2019-09-06,,No
973,41,IT,System Administrator,92019,5,2,1,1,2,Technical Degree,Male,Married,1,12,5,5,2,5,2019-09-07,2022-06-05,Yes
974,29,Marketing,Marketing Manager,102646,5,2,5,2,3,Marketing,Female,Single,4,5,3,4,1,5,2019-09-17,2026-05-12,Yes
975,31,IT,Technical Specialist,122386,5,1,2,4,3,Technical Degree,Male,Married,9,9,3,5,1,2,2019-09-20,2021-08-24,Yes
976,19,HR,Recruiter,48123,5,3,4,1,3,Human Resources,Female,Married,4,6,1,5,5,1,2019-09-25,2026-01-09,Yes
977,31,Finance,Financial Analyst,65531,5,2,3,5,4,Other,Female,Divorced,9,5,4,3,1,5,2019-09-28,,No
978,18,Operations,Operations Manager,112924,5,4,2,2,2,Other,Female,Single,0,7,4,5,5,5,2019-10-06,,No
979,22,Engineering,Technical Director,133888,5,2,5,2,4,Life Sciences,Male,Married,0,11,4,3,3,5,2019-10-08,,No
980,41,Operations,Supply Chain Manager,116993,5,2,1,5,5,Technical Degree,Female,Single,8,5,2,2,0,2,2019-10-21,2023-01-20,Yes
981,41,Sales,Sales Manager,114477,5,3,3,5,4,Other,Female,Single,1,6,6,5,2,3,2019-10-21,,No
982,38,Marketing,Marketing Director,109686,5,3,2,1,5,Other,Female,Single,6,6,6,5,5,5,2019-11-06,2022-08-05,Yes
983,27,Operations,Supply Chain Manager,105194,5,5,2,3,1,Other,Male,Married,9,8,4,1,1,5,2019-11-07,,No
984,34,IT,Technical Specialist,121683,5,4,2,2,1,Life Sciences,Male,Single,3,7,1,5,5,5,2019-11-08,2026-10-25,Yes
985,34,HR,HR Manager,108130,5,3,5,1,5,Human Resources,Female,Married,6,7,2,4,4,5,2019-11-13,,No
986,25,HR,Recruiter,66652,5,1,5,5,5,Other,Male,Single,7,14,6,3,3,5,2019-11-14,,No
987,47,Finance,Controller,94751,5,4,5,1,4,Other,Male,Divorced,4,9,4,5,0,5,2019-11-20,2024-07-08,Yes
988,42,IT,Developer,103874,5,4,4,5,5,Technical Degree,Male,Divorced,0,7,2,2,2,3,2019-11-21,,No
989,33,IT,Engineer,84423,5,3,2,4,2,Technical Degree,Female,Divorced,3,11,1,5,4,5,2019-11-23,2025-01-05,Yes
990,35,HR,HR Director,123952,5,4,3,5,1,Human Resources,Male,Divorced,9,9,4,5,0,5,2019-11-29,,No
991,36,Engineering,Technical Director,152103,5,3,5,5,1,Technical Degree,Male,Divorced,2,8,0,5,1,5,2019-12-01,,No
992,18,HR,Recruiter,52116,5,2,5,5,5,Human Resources,Male,Divorced,9,7,5,3,0,1,2019-12-05,,No
993,33,Finance,Accountant,54383,5,5,2,3,3,Marketing,Female,Married,4,8,1,4,0,3,2019-12-06,,No
994,29,IT,IT Manager,94735,5,2,5,5,3,Technical Degree,Male,Single,9,6,3,2,2,3,2019-12-11,,No
995,26,Operations,Operations Specialist,69919,5,3,4,2,5,Other,Male,Single,9,5,3,2,1,2,2019-12-13,2022-10-08,Yes
996,32,HR,Recruiter,64141,5,3,4,2,2,Human Resources,Male,Single,5,7,1,4,4,4,2019-12-14,2026-10-17,Yes
997,49,IT,Technical Specialist,125804,5,2,5,1,3,Life Sciences,Female,Married,1,6,3,5,5,5,2019-12-18,,No
998,40,Marketing,Marketing Manager,90955,5,1,2,3,5,Marketing,Male,Married,6,5,6,5,4,4,2019-12-18,2025-08-28,Yes
999,30,IT,Developer,80511,5,1,2,1,2,Other,Male,Divorced,2,5,1,1,1,2,2019-12-25,,No
1000,39,IT,System Administrator,77253,5,1,2,2,2,Technical Degree,Male,Divorced,0,6,0,5,5,3,2019-12-28,,No
